w,i_vggish,i_spectrum,i_speechvgg,mark_speechvgg,mark_vggish,mark_spectrum,ico_2017,ico_2022,length,iconicity_mean,humor,sensory,sensory_sound,sensory_d2,conc,freq,cd,aoa
owl,0.4464995265007019,-0.5762767791748047,-0.1891754420444464,0.2962927175531174,0.8745502,0.7927347,0.090909091,,3,-0.10631756490618305,2.441176471,0.85,3.941,3.45,4.93,2.4579,137,6.21
excitement,0.4463034868240356,0.6394355893135071,0.0723489020144288,0.1457299565342224,0.85375816,0.7845572,1.461538462,4.4,10,0.38602932605065715,,,3.684,,2.48,2.7987,523,7.2
people,0.4446741938591003,-0.6361114978790283,-0.355005861559409,0.3887354285391555,0.8114603,0.82293886,0.6,3.4,6,-0.18214772185977898,2.194444444,,3.722,4.64,4.82,4.7501,7889,3.52
whistling,0.4371029436588287,0.4027511179447174,0.0331260989885553,0.3175779536622631,0.853518,0.8576493,3.0,5.6,9,0.2909933868640338,,,4.105,,4.19,2.4183,179,6.32
howl,0.4367433488368988,-0.4116587042808532,-0.0431335895988737,0.2982604663193504,0.8661038,0.82407737,4.0,,4,-0.006016315014276037,,,4.6,3.83,3.83,2.0253,75,5.55
sarcastic,0.4355879426002502,0.0424774736166,-0.1121561509650952,0.29481255558835506,0.8541037,0.6317869,,4.2,9,0.12196975508391833,,,3.8,,2.18,2.1271,114,11.05
baritone,0.4354921281337738,-0.393887460231781,-0.2309099126924391,0.4067011575696385,0.8467151,0.85173994,,,8,-0.0631017482634821,,,4.188,,3.67,1.3424,17,11.21
helicopter,0.4351560473442077,-0.2939178347587585,0.0696689311547134,0.3037595836175884,0.80178183,0.77856565,0.909090909,4.7,10,0.07030238124672088,,2.19,4.647,,4.62,2.9069,450,5.26
rooster,0.4335768520832062,-0.3053034245967865,-0.3158032694753975,0.3119509437665249,0.86962026,0.8370475,0.833333333,4.0,7,-0.06250994732965927,2.5,1.4,3.706,4.36,4.75,2.2967,102,6.41
hound,0.4307273626327514,0.7182581424713135,0.0533961590570147,0.30682758250592157,0.8771286,0.84394324,1.1,4.1,5,0.4007938880536932,,,3.706,2.6,4.48,2.4116,167,5.74
booming,0.4306367039680481,0.3310066759586334,-0.1050111001068011,0.36103354250133,0.84798056,0.8285368,3.307692308,,7,0.21887742660662682,,,3.84,,2.37,1.7324,48,
thunder,0.42624032497406,-0.3386971354484558,-0.2328284370899077,0.32667964332219906,0.88555354,0.8502,2.866666667,4.8,7,-0.048428415854767815,2.322580645,,3.706,5.0,4.34,2.8325,350,4.89
windy,0.4253168106079101,-0.4684518277645111,-0.1909788049182629,0.3647444237586259,0.8714214,0.8339333,3.4,5.5,5,-0.0780379406916213,,,3.588,,3.86,2.1303,104,5.39
outdoor,0.4238543808460235,0.2289080917835235,-0.0948150933202689,0.25685965599544025,0.85866106,0.80436593,,,7,0.18598245976975938,,,3.6,,3.93,1.9731,83,4.6
tuning,0.4235833883285522,-0.6242519617080688,-0.1895789841672824,0.38926987361744836,0.85807383,0.8014941,,,6,-0.13008251918226635,,,3.588,,2.89,1.9868,67,
canary,0.422954797744751,0.0605419687926769,0.1597325549366285,0.34129321648197825,0.824229,0.86176765,0.8,2.7,6,0.21440977382468543,,0.92,3.6,,4.63,2.1761,96,7.32
party,0.4229046106338501,-0.4382590353488922,-0.3021310202728448,0.42873551068511273,0.83794487,0.85132116,1.923076923,4.8,5,-0.10582848166262897,3.033333333,,4.176,4.8,3.89,4.0752,3724,4.58
giggling,0.4224914908409118,0.1533008515834808,0.1783152501299268,0.321234867250016,0.83257145,0.664566,2.428571429,,8,0.2513691975181065,,,4.444,,3.72,2.3222,130,
communication,0.4208205938339233,-0.1820434927940368,0.3595512776879946,0.24958603114188246,0.85555357,0.6608805,,2.2,13,0.19944279290929368,,,4.611,,2.9,2.7235,433,8.47
festive,0.4207130372524261,-0.0794064849615097,0.0317382454447379,0.3280157659750504,0.84957016,0.84762764,,,7,0.12434826591188476,,,4.133,4.1,2.74,1.9956,90,8.42
dogs,0.4199905693531036,0.8289204835891724,0.0433657913128356,0.2851155381589446,0.8597644,0.83446544,,,4,0.4307589480850372,,,4.056,,5.0,3.4322,1282,
chime,0.41924849152565,0.7010976076126099,-0.1561987532015998,0.3406179715409286,0.8583584,0.8569675,3.307692308,,5,0.3213824486455534,2.146341463,,4.235,4.0,4.4,1.6812,38,7.83
rhythmic,0.4177570044994354,-0.438647985458374,0.0620554050672233,0.35203726788467893,0.88408226,0.74865246,1.571428571,,8,0.013721474702761563,,,3.786,,3.1,1.7243,47,10.65
storm,0.4152418971061706,-0.3557668328285217,-0.0923533876400932,0.11168863110306006,0.8642502,0.8281759,0.428571429,5.545454545454546,5,-0.010959441120814761,1.766666667,,4.053,3.9,4.7,3.1973,826,4.94
stutter,0.4150953888893127,-0.048143170773983,-0.1625838989255761,0.32186702505163733,0.8647515,0.8430802,,5.8,7,0.0681227730632512,2.32,,4.222,,3.97,1.9868,70,8.78
instrument,0.41422900557518,-0.0251864790916442,-0.2802850272255589,0.31995390019105274,0.858403,0.8401798,,3.3,10,0.03625249975265896,,,4.5,,4.27,2.617,313,6.94
intercom,0.4133734107017517,0.4372886121273041,0.0923760917611807,0.3621938653742518,0.8792885,0.761299,,,8,0.3143460381967455,,,3.625,,4.67,2.0334,69,8.79
ad,0.4132944345474243,-0.5023623704910278,-0.3394030954982078,0.34286379095614133,0.8429151,0.84728473,,3.692307692307693,2,-0.14282367714727043,1.92,,3.944,1.4,4.46,2.842,432,8.22
nonsense,0.4132929146289825,0.2027727514505386,0.025477892449455,0.25097331433010867,0.78875697,0.6287874,,,8,0.21384785284299204,2.621621622,,3.833,,2.38,3.1623,1021,6.95
melodic,0.4127907156944275,0.1062822714447975,-0.0471514963971006,0.3813211948854893,0.8960325,0.8389871,,,7,0.15730716358070815,,,4.474,,2.26,1.0414,10,9.79
guitar,0.4109554290771484,-0.3126872479915619,-0.2485745944066967,0.32049085313473175,0.84422,0.81530166,0.545454545,,6,-0.050102137773703405,2.027027027,0.29,4.438,4.73,4.9,2.9009,341,5.32
engine,0.4105695486068725,-0.3909171223640442,-0.3786241819539457,0.41974666255414234,0.8492562,0.8520179,,,6,-0.11965725190370581,2.033333333,,4.0,2.9,4.86,3.2114,807,6.28
amen,0.4060855209827423,0.2066820412874221,-0.0238049843580535,0.3842046838768521,0.821111,0.86797994,,3.0,4,0.19632085930403698,,,3.722,4.73,1.78,3.1225,686,5.8
siren,0.4037490487098694,-0.2752077877521515,-0.2315048596546393,0.3267995306111156,0.8769775,0.7877565,,,5,-0.03432119956564047,2.375,,4.6,5.3,4.45,2.525,229,7.06
percussive,0.4026902019977569,0.8560165762901306,-0.2549574921960417,0.3757530241378123,0.8810103,0.84141725,,,10,0.3345830953639486,,,3.692,,2.72,0.6021,3,11.4
echo,0.3991205394268036,-0.4505508542060852,-0.2468470141737131,0.3056550090818918,0.87102324,0.79830676,2.8,6.5,4,-0.09942577631766492,2.766666667,,4.644,3.7,3.64,2.5453,191,8.0
harmonic,0.3895180523395538,0.254163384437561,-0.1291828495738884,0.38990035954087104,0.8890361,0.8426146,,,8,0.17149952906774213,,,3.8,,3.07,1.0792,9,11.89
children,0.3891787827014923,-0.3398654758930206,-0.0682106918301005,0.26902619094663693,0.8798767,0.852896,0.8,,8,-0.006299128340542914,2.058823529,,3.895,5.09,4.89,3.9509,3276,4.1
ambulance,0.3876560628414154,-0.2935230433940887,-0.2444513751671481,0.33393172506779556,0.832155,0.7900294,-0.818181818,,9,-0.050106118573273774,,1.78,4.474,,4.81,3.0584,727,6.16
violin,0.3863419592380523,-0.049333170056343,-0.3864060578271494,0.3711494557296045,0.8840462,0.81480736,0.7,3.7,6,-0.016465756215146694,,0.51,4.81,,4.96,2.3856,122,7.45
chorus,0.3860410451889038,-0.4094381034374237,-0.0189597750677983,0.2480608981580288,0.90070504,0.8455785,,3.5,6,-0.014118944438772726,2.173913043,,4.0,4.9,4.03,2.4928,210,7.5
rainy,0.3842256665229797,-0.4085944294929504,0.1132921847352272,0.380056759966915,0.83825207,0.81557196,,5.7,5,0.02964114058841884,,,3.706,,4.32,2.29,152,4.0
acoustic,0.3838678896427154,0.2482401132583618,-0.2893349852224869,0.18039235910368573,0.87929493,0.66053325,,4.3,8,0.11425767255953008,,,3.824,,3.28,1.699,31,12.39
tuba,0.3809672892093658,0.2075840830802917,-0.0233728837908403,0.3841535361160739,0.8307317,0.85445327,1.3,3.7,4,0.1883928294996057,2.896551724,0.63,4.733,4.9,4.86,1.7924,32,7.0
beat,0.3801695108413696,-0.5479081869125366,-0.0172050116845485,0.34952422090380264,0.879553,0.8134589,,,4,-0.06164789591857184,2.184210526,,3.8,2.75,3.97,3.8272,3192,6.15
church,0.3786099851131439,-0.5044379234313965,-0.2263215354841624,0.395147935997642,0.8381549,0.8227051,0.076923077,3.9,6,-0.1173831579341383,2.026315789,-0.05,3.75,2.5,4.9,3.5507,1340,5.15
piano,0.3768849968910217,-0.1155240535736084,-0.2628631112570582,0.40870180995061084,0.869195,0.84522665,-0.7,4.8,5,-0.0005007226465483053,2.09375,0.84,4.579,,4.9,3.1035,597,5.5
trumpet,0.3764346837997436,-0.305969089269638,-0.3777837734121705,0.41753914042300033,0.854389,0.84971833,0.727272727,4.0,7,-0.10243939296068832,2.408163265,0.63,4.286,5.2,4.86,2.3243,99,6.28
drum,0.3753491938114166,0.2643174231052398,0.0475019255410159,0.4107706969326835,0.88361496,0.78706455,3.181818182,4.9,4,0.2290561808192241,2.694444444,0.69,4.6,4.73,4.96,2.6365,270,4.63
thunderclap,0.3725033104419708,-0.3906936645507812,-0.340659638092959,0.3782077741481044,0.8368196,0.8364635,,,11,-0.11961666406725646,,,4.543,,3.96,1.4771,22,9.44
yapping,0.3695728778839111,0.4008824527263641,-0.0125193307254686,0.3369044668617062,0.8571393,0.84535474,,,7,0.2526453332949355,,,4.471,,3.48,1.7709,53,
seashore,0.3687780797481537,0.0296081732958555,-0.2163654870532658,0.2933865957835474,0.84468657,0.7625252,,4.8,8,0.06067358866358113,2.206896552,,3.625,,4.63,1.3979,21,6.44
music,0.3682592213153839,-0.5458031892776489,-0.190315498234041,0.23126836537835632,0.8963989,0.8491627,0.363636364,3.9,5,-0.12261982206543535,2.5,,4.833,6.0,4.31,3.8885,2699,3.81
harp,0.3679906129837036,-0.4651771187782287,-0.1303159547024554,0.30222989834086533,0.80754286,0.74014604,0.2,4.2727272727272725,4,-0.07583415349899351,1.962962963,0.13,4.733,,4.85,2.1303,81,7.55
tenor,0.3662948608398437,-0.589893639087677,-0.2523078240156975,0.3609241274976471,0.8228044,0.7720854,,,5,-0.15863553408784362,,,4.2,3.4,3.04,1.9031,48,12.56
foghorn,0.3658658266067505,-0.3405808508396148,-0.3311787182968806,0.3584884195705975,0.8379929,0.8126402,,,7,-0.10196458084324833,,,4.368,,4.96,1.1139,11,8.94
macaw,0.3654588758945465,-0.4333223700523376,-0.1400210983457849,0.2432968285584188,0.8976921,0.84415203,0.272727273,,5,-0.06929486416785864,,,3.778,,4.81,1.1139,5,8.8
multimedia,0.3635199964046478,0.5193876028060913,-0.2805136837833395,0.2997708891302647,0.8059779,0.7581754,,4.8,10,0.2007979718091332,,,3.611,,3.5,1.4624,14,11.89
chaos,0.3616123497486114,-0.1388288289308548,-0.0217637917939946,0.23078937474575997,0.81976366,0.82514614,,4.363636363636363,5,0.067006576341254,3.0,,3.9,,2.79,2.6812,347,10.05
lesson,0.3604594767093658,-0.5067619681358337,-0.1551609779912708,0.286763730273362,0.8552023,0.83722717,,2.9,6,-0.10048782313924626,2.074074074,,3.579,2.4,2.79,3.2162,1120,7.8
message,0.3593432605266571,0.5918739438056946,-0.1655779503396028,0.36792231640706907,0.90226775,0.8441922,,3.0,7,0.2618797513309163,1.795454545,,4.056,3.6,3.97,3.6691,2424,6.32
musical,0.3583827018737793,-0.4973225891590118,-0.2626175794176324,0.3344084791522365,0.8172955,0.8488568,1.5,4.8,7,-0.133852488900955,,,4.263,,3.72,2.8274,421,7.28
rap,0.3563995957374573,-0.4032442569732666,-0.0239921247285162,0.32280832613001714,0.8226053,0.77000207,,4.0,3,-0.023612261988108507,2.375,,3.941,3.4,3.57,2.8235,429,9.14
decree,0.355034202337265,0.3825373947620392,-0.0746342765489881,0.3206380156639527,0.87241465,0.77268046,,2.5454545454545454,6,0.22097910685010536,2.0,,3.571,2.73,2.68,1.9956,61,11.32
seagull,0.3542623817920685,0.1945610493421554,-0.1295206179102471,0.2997471177335616,0.8417222,0.81130207,1.363636364,3.5,7,0.13976760440799227,,1.52,3.588,,5.0,1.7993,34,5.42
harpsichord,0.3539702892303467,0.1833706647157669,-0.182116078731302,0.19348944000714358,0.8698794,0.51171416,0.0,3.0,11,0.11840829173827054,,0.1,4.182,,4.67,1.0792,8,12.0
movie,0.3532217442989349,-0.434904545545578,-0.3124357384823839,0.3036252997604445,0.85621303,0.8473844,0.285714286,3.0,5,-0.13137284657634235,2.680851064,,4.412,5.2,4.59,3.7974,2101,3.56
chord,0.3532107770442962,-0.5544131398200989,-0.2581905528901582,0.40093841443150025,0.79835856,0.83071715,,3.3,5,-0.15313097188865363,2.043478261,,3.773,2.0,4.29,1.9731,66,9.71
circus,0.3524969518184662,-0.25930917263031,-0.0870940879564011,0.26806241182618235,0.8841774,0.7093258,0.6,,6,0.002031230410585024,2.941176471,,3.706,4.09,4.43,2.94,450,4.53
broadcast,0.3493355214595794,-0.0344196669757366,-0.3989062417760708,0.22308826826493713,0.86880815,0.5315342,,,9,-0.027996795764076005,2.064516129,,3.95,,3.46,2.6609,290,9.3
mower,0.3492539227008819,-0.5760921835899353,-0.1127597935108896,0.31231007997808813,0.8746489,0.8531845,,3.3,5,-0.11319935146664767,2.2,,3.765,,4.86,1.8808,46,6.89
drummer,0.3489385545253753,-0.2779258787631988,-0.0427056026381534,0.3924273563297976,0.86834574,0.8149315,,3.6,7,0.009435691041341029,2.363636364,,4.056,,4.44,2.2742,111,6.05
techno,0.3487192094326019,0.7380725741386414,0.1541448592362579,0.38470329429486616,0.8821238,0.84283155,,,6,0.41364554760250033,,,4.278,,2.96,1.5911,32,13.94
screeching,0.3456950485706329,-0.2943108677864074,-0.2819974841692886,0.34254540847157894,0.8406198,0.77424943,3.5,5.6,10,-0.07687110112835437,,,4.357,,3.71,2.1173,92,
disco,0.3430570662021637,-0.015664167702198,-0.0297422692888166,0.37069506413819164,0.8600153,0.84698254,,3.7,5,0.09921687640371636,2.964285714,,4.095,5.4,3.63,2.4698,153,10.53
cuss,0.3426371812820434,-0.4712873995304107,0.016267530878063,0.23782581520788076,0.8314397,0.83322877,,3.5,4,-0.037460895790101444,2.794871795,,4.562,,3.14,1.7404,48,6.79
instrumental,0.3409714698791504,-0.2700815200805664,-0.0468405977322509,0.2865464462188203,0.85517937,0.710693,,3.2,12,0.00801645068877769,,,4.0,,2.89,1.8976,62,8.94
news,0.3406547307968139,-0.4284910261631012,-0.2052607588845845,0.2131793956909471,0.8786164,0.8505581,,4.3,4,-0.09769901808362393,1.833333333,,4.438,,3.41,3.9243,3976,6.16
cinema,0.3366383910179138,-0.2712201178073883,-0.1597206681933993,0.3210127361437224,0.88113314,0.8539894,,3.2,6,-0.03143413166095793,,,4.056,,4.69,2.2989,135,8.85
cello,0.3342200219631195,0.002154593123123,-0.2370832703730501,0.38688325194238027,0.87060785,0.845725,-0.272727273,2.8181818181818183,5,0.033097114904397464,2.323529412,0.3,4.333,5.2,4.96,1.9823,40,9.89
choir,0.3332481682300567,-0.3877336978912353,-0.2107932519023892,0.2931259819497392,0.8575633,0.85763484,-0.636363636,,5,-0.08842626052118928,1.972222222,,4.316,4.45,4.34,2.4346,166,6.53
wail,0.3324138522148132,0.0094035901129245,-0.0677678069095247,0.344932945320038,0.89281976,0.8119441,0.5,5.909090909090909,4,0.09134987847273766,2.2,,4.389,2.7,3.93,1.6532,39,9.41
liar,0.3316891491413116,-0.4824388325214386,-0.1813805624485316,0.3437947508004719,0.84468573,0.8215984,,,4,-0.11071008194288622,1.733333333,,4.111,3.6,3.43,3.2536,1181,4.89
cheers,0.3301325738430023,-0.4662524163722992,-0.215790814852791,0.31100606391450847,0.86942387,0.84570163,,,6,-0.11730355246069595,,,4.562,,3.48,3.0641,711,8.59
cheering,0.3295336365699768,-0.3318425416946411,-0.2395650868934229,0.3645727107202753,0.88344723,0.8319144,,,8,-0.08062466400602908,,,4.158,,3.63,2.8395,321,
information,0.3277460932731628,-0.2907429039478302,-0.2309658906012755,0.2689567710609734,0.8731041,0.77963746,1.357142857,,11,-0.06465423375864764,,,4.0,,2.87,3.6588,2373,7.19
choral,0.326297402381897,-0.5153645873069763,-0.0405970936911772,0.3423951355569703,0.87974286,0.81091475,,,6,-0.0765547595387522,,,3.667,,2.96,1.0792,10,8.07
presentation,0.3243023455142975,0.4664394855499267,-0.2820554686769873,0.2590149626850043,0.7984739,0.69804096,,,12,0.16956212079574562,,,3.588,,3.11,2.567,260,9.5
bees,0.3205574452877044,-0.4368120729923248,-0.1150601161560639,0.21362626528339973,0.7963492,0.8510791,,,4,-0.07710491462022807,,,3.647,,4.72,2.4362,163,
flute,0.319725751876831,-0.4764052629470825,-0.2739011256561411,0.33743942474581173,0.8822552,0.83247995,1.545454545,4.2,5,-0.14352687890879753,2.441176471,0.06,4.211,3.64,5.0,2.0374,71,8.47
sing,0.3137266337871551,-0.4870859086513519,-0.2788336661061256,0.3044968225644587,0.88412535,0.85053706,1.7,4.3,4,-0.15073098032344076,,,4.875,4.2,4.34,3.6971,1746,3.47
harmonious,0.3109863996505737,-0.0119680380448699,-0.2111468261563258,0.18688499632508443,0.8702213,0.35279766,,4.5,10,0.029290511816459325,,,3.7,,2.04,1.3222,20,10.38
report,0.308352530002594,-0.4470795691013336,-0.3999487506132628,0.31818025722354476,0.7895635,0.8348545,,2.5,6,-0.1795585965706675,1.90625,,3.706,2.9,3.92,3.7411,2621,6.6
audience,0.3045228719711303,-0.378223568201065,-0.1534680635464878,0.27852835517482294,0.8522968,0.82986677,,2.9,8,-0.07572291992547418,2.257142857,,3.778,,4.29,3.1123,758,7.0
muttering,0.3044194877147674,-0.5203694701194763,-0.1275809988452237,0.4066084062025801,0.8844791,0.86152387,2.230769231,,9,-0.11451032708331087,,,4.714,,2.72,1.9494,75,
clarinet,0.3017928600311279,-0.5659940242767334,-0.2184443900046428,0.3723997659118874,0.8469724,0.8414508,-0.272727273,2.1818181818181817,8,-0.16088185141674943,,-0.02,4.5,,4.92,1.9085,36,9.22
viola,0.3014984130859375,-0.1627189666032791,-0.1771954910423386,0.38697864269665805,0.874808,0.8465246,1.25,4.2727272727272725,5,-0.012805348186560058,,,3.895,,4.54,2.1818,36,
applause,0.3002784848213196,-0.2671110928058624,-0.1581311413689274,0.1918145665925557,0.8605365,0.7096543,0.666666667,4.2,8,-0.041654583117823406,2.5,,4.833,4.82,4.29,2.7612,362,6.2
fiddle,0.2989490032196045,-0.5612120628356934,-0.1741711345056748,0.39345821076037857,0.88726044,0.7827048,1.0,4.4,6,-0.14547806470725455,3.0,,3.938,4.3,4.81,2.2695,129,8.28
tale,0.2980324625968933,-0.1838090270757675,0.0669382254268054,0.31569786894166607,0.8741167,0.8000716,,3.3,4,0.060387220315977076,1.958333333,,3.833,2.67,3.23,2.7875,435,6.32
ocean,0.2975548207759857,-0.3936984241008758,-0.1672887042252976,0.288410574586442,0.8633857,0.8556201,0.928571429,3.3,5,-0.08781076918339588,,,3.647,6.0,4.86,3.1892,862,4.74
shrill,0.2972910404205322,-0.2014534324407577,-0.231014381691232,0.29675558997048895,0.8692467,0.83817774,3.285714286,4.5,6,-0.045058924570485825,,,4.294,3.64,2.8,1.3979,21,11.44
crowd,0.293011724948883,-0.4865587651729584,-0.130125040528704,0.3977031197615635,0.85778344,0.8623804,1.142857143,4.2,5,-0.10789069358425979,2.434782609,,3.889,4.18,4.52,3.2804,1230,7.14
announce,0.2927263677120209,-0.1906124651432037,-0.1225056430922957,0.2966272207366728,0.904733,0.8221101,,3.4166666666666665,8,-0.00679724684115951,,,4.722,2.4,3.31,2.6981,413,9.48
rattlesnake,0.2923239469528198,-0.0036150796804577,0.0632415022149871,0.32988320535421306,0.8737662,0.74002767,2.916666667,5.545454545454546,11,0.11731678982911642,,1.31,3.737,,5.0,1.9395,56,6.78
advertisement,0.2900868356227875,0.0167868752032518,-0.2992622210972558,0.232574604743663,0.7898497,0.58509797,,4.090909090909091,13,0.0025371632429278166,,,4.125,,3.77,1.7924,52,7.67
squawk,0.2885545492172241,0.8694393634796143,0.2086815556068905,0.28259270119996166,0.88011557,0.844811,3.461538462,5.909090909090909,6,0.45555848943457633,3.418604651,,3.941,4.4,3.73,1.9445,56,9.26
phrase,0.2829630970954895,-0.4248275458812713,-0.1364545552800349,0.23248101179680347,0.86382955,0.844365,,2.7,6,-0.09277300135527222,1.96969697,,3.722,2.27,2.86,2.6675,360,8.44
cheer,0.2809680700302124,-0.5140505433082581,-0.1215215853205061,0.3501794929863373,0.85601276,0.8476022,2.8,5.2,5,-0.1182013528661839,2.75862069,,3.8,4.09,2.77,2.9795,733,5.0
singer,0.2772644758224487,-0.3891591727733612,-0.1770752345255941,0.2586421151880302,0.9009803,0.8434238,1.909090909,3.9,6,-0.0963233104921689,2.575757576,,4.556,,4.62,2.9036,396,5.06
mandolin,0.2715679407119751,0.0287085529416799,0.086609852383879,0.31493927461413185,0.8634591,0.5208862,,3.6,8,0.12896211534584467,,,3.833,,4.76,1.3979,16,12.39
concert,0.2694445848464966,-0.2984965145587921,-0.2348330073237101,0.29840540519986924,0.838043,0.77966857,,,7,-0.08796164567866856,2.193548387,,4.853,4.9,4.35,2.9523,417,8.95
clap,0.2671664953231811,-0.3254660367965698,0.0760420488186076,0.27305403672796674,0.84458107,0.6757889,2.833333333,6.1,4,0.005914169115072958,2.693877551,,4.625,4.92,4.16,2.3838,152,3.4
saxophone,0.2636362612247467,0.271058976650238,-0.0724959144736425,0.17892986125952517,0.8442509,0.34485307,0.6,3.8,9,0.15406644113378073,,0.31,4.222,,5.0,1.9395,44,9.1
disturbance,0.2540120482444763,-0.3630644679069519,-0.0840796190638756,0.19618028599964737,0.8593218,0.7623253,,3.5,11,-0.06437734624211706,,,3.789,,2.7,2.3054,157,9.33
symphony,0.2521324753761291,-0.3587205111980438,-0.2759139149025429,0.35128476429515026,0.8740306,0.8340273,1.454545455,5.0,8,-0.12750065024148588,,,4.294,,4.21,2.2601,136,8.33
harmonica,0.2498455345630645,-0.3051694929599762,-0.2294605485100479,0.32230278412955843,0.8170638,0.779795,0.7,,9,-0.09492816896898655,,-0.18,4.556,,4.9,1.9542,44,7.32
polite,0.2414020299911499,-0.5339664220809937,-0.293555181125809,0.3568949641049302,0.88259923,0.840919,,4.0,6,-0.19537319107188425,,,4.056,3.18,1.85,2.8525,592,4.63
orchestra,0.2364160269498825,-0.3557107448577881,-0.2161565197015643,0.3343718391770782,0.88275295,0.7815367,0.0,2.5,9,-0.1118170792031566,,,4.75,,4.79,2.4502,189,9.44
command,0.2264311611652374,-0.1792907118797302,0.0960690703740888,0.3709445960202173,0.79347813,0.855863,,4.0,7,0.047736506553198665,1.64,,3.579,2.3,2.48,3.3475,1020,8.67
soprano,0.2194284349679947,-0.357523649930954,-0.2541783274147049,0.3633666815845713,0.8933569,0.77854323,,4.0,7,-0.1307578474592214,,,4.947,,4.11,2.1335,57,11.44
amplification,0.2185833752155304,0.3649542033672333,-0.086436462242226,0.07714726906209005,0.83526295,0.029569164,,,13,0.16570037211351255,,,3.842,,2.93,0.9542,8,11.4
opera,0.1979052424430847,-0.4266053140163421,-0.2352001520405601,0.3666713005892552,0.8198254,0.8380152,,3.2,5,-0.15463340787127247,,,4.353,,4.28,2.9415,376,
tune,0.1879204511642456,-0.6495234966278076,-0.3188645323110538,0.3527021571580566,0.84483415,0.85532093,,4.4,4,-0.2601558592582053,2.277777778,,4.19,3.42,3.5,2.9015,552,7.32
hearing,0.1803909093141555,0.547565221786499,-0.0556364248284326,0.37196336024484,0.8561961,0.8644469,,,7,0.2241065687574073,,,4.658,,3.18,3.3583,1600,6.05
band,0.1742637902498245,-0.4437408149242401,-0.1220012137282481,0.3247526351028275,0.8826549,0.8477358,0.307692308,4.1,4,-0.13049274613422124,2.194444444,,4.368,1.73,4.68,3.4354,1122,6.16
response,0.1702907532453537,0.73602694272995,-0.1222007303520095,0.2658689045717338,0.882063,0.76029116,,,8,0.2613723218744314,,,3.647,2.2,3.0,2.9149,598,7.22
story,0.1612050086259842,-0.4354487061500549,0.026633491777009,0.2676697744829,0.85514176,0.82159275,0.454545455,,5,-0.08253673524902055,2.125,,4.357,3.09,3.3,4.0516,4265,3.89
beg,0.1462664604187011,-0.6272099614143372,-0.2811242471705732,0.3400627776846326,0.8835346,0.7649574,,4.8,3,-0.2540225827220698,,,3.842,2.5,2.96,3.4151,1643,5.78
newsflash,0.1211268901824951,-0.25472292304039,-0.2241357898029349,0.26289207328686753,0.8416413,0.7530501,,,9,-0.11924394088694328,,,3.944,,3.82,1.5185,26,9.22
soundtrack,0.0916314870119094,-0.1480056196451187,0.2428463044683067,0.2595596314323188,0.82771677,0.5611861,,,10,0.062157390611699136,2.367346939,,4.938,,4.34,1.6902,36,8.56
